2081, 2081
[-1.#IND; -1.#IND; -1.#IND]
[-1.#IND; -1.#IND; -1.#IND]
[115.50634; 126.6559; 1]
[115.75782; 111.71364; 1]
[109.69531; 106.99723; 1]
[106.72687; 110.4098; 1]
[108.50311; 113.20988; 1]
[110.11562; 114.09104; 1]
[110.75438; 114.60779; 1]
[104.76868; 116.23499; 1]
[100.78074; 122.64812; 1]
[103.19675; 125.62992; 1]
[105.76421; 125.94185; 0.99999994]
[112.27077; 120.93954; 1]
[128.88843; 119.95686; 1]
[139.4306; 121.65765; 1]
[160.50545; 119.37997; 1]
[162.17184; 115.91594; 1]
[177.16039; 119.08278; 1]
[190.73019; 126.04719; 1]
[205.01775; 134.08401; 1]
[217.52209; 135.17256; 1]
[225.86232; 136.71968; 1]
[247.76405; 140.87505; 1]
[261.9111; 142.65257; 1]
[278.36035; 137.53236; 1]
[293.86993; 133.58362; 0.99999994]
[316.57922; 131.27235; 0.99999994]
[327.32611; 128.36571; 1]
[330.39236; 135.04422; 1]
[333.34644; 126.47889; 0.99999994]
[335.8248; 120.69468; 0.99999994]
[336.56116; 109.30769; 0.99999994]
[344.67957; 99.575722; 1]
[351.11395; 92.237534; 1]
[352.97546; 93.699303; 1]
[357.18961; 97.976128; 1]
[359.68576; 97.579231; 1]
[366.63983; 103.9942; 1]
[370.11862; 102.29307; 1]
[367.61026; 107.86005; 1]
[364.47891; 114.46906; 1]
[357.67673; 114.84704; 1]
[354.10342; 129.42885; 1]
[353.62195; 130.8358; 1]
[356.24124; 125.42313; 1]
[356.93784; 124.93113; 1]
[359.14337; 126.56471; 1]
[356.0228; 130.38641; 0.99999994]
[348.2854; 131.12857; 1]
[334.48831; 122.80583; 1]
[312.78809; 127.84184; 1]
[309.15643; 133.51927; 1]
[309.7587; 144.41928; 0.99999994]
[309.68442; 145.9203; 1]
[308.53036; 141.28539; 1]
[308.16904; 137.0647; 1]
[319.4324; 116.5023; 1]
[325.31546; 113.91918; 1]
[320.30606; 119.03404; 0.99999994]
[317.48639; 127.26833; 1]
[311.78168; 142.56096; 1]
[305.30679; 145.93755; 0.99999994]
[299.34464; 153.35905; 0.99999994]
[294.66769; 162.65454; 1]
[292.41055; 172.52229; 1]
[296.69519; 173.94629; 1]
[298.92303; 175.91118; 1]
[299.8038; 174.10191; 1]
[295.9256; 176.153; 1]
[293.03683; 180.48189; 1]
[294.79807; 188.71298; 1]
[287.74796; 191.23586; 1]
[280.69354; 191.89485; 1]
[264.79413; 188.75723; 0.99999994]
[261.2048; 192.58769; 0.99999994]
[249.18411; 194.35027; 1]
[236.60298; 193.39287; 1]
[221.27896; 191.70465; 0.99999994]
[212.6492; 190.78807; 1]
[211.84523; 191.73499; 1]
[212.44308; 182.78539; 1]
[215.60791; 182.56735; 1]
[217.34264; 190.64772; 0.99999994]
[221.24657; 196.6216; 1]
[229.797; 202.70874; 1]
[243.42467; 202.33791; 1]
[243.68576; 207.92676; 1]
[247.10637; 208.99556; 1]
[249.49194; 210.60349; 1]
[248.88455; 209.82182; 1]
[242.57291; 219.20758; 1]
[239.46442; 214.23257; 0.99999994]
[236.43614; 221.48373; 1]
[241.81769; 224.82449; 1]
[242.07423; 229.13611; 1]
[241.34312; 230.33279; 1]
[240.5865; 230.51698; 1]
[237.50751; 229.59486; 1]
[237.30249; 229.07748; 1]
[232.68767; 230.17531; 1]
[230.38649; 229.20506; 1]
[228.83371; 219.11543; 1]
[226.93604; 219.08688; 1]
[220.8096; 239.85611; 1]
[216.62445; 241.06767; 1]
[216.62003; 228.62709; 1]
[221.76672; 220.45674; 1]
[205.45631; 229.04205; 1]
[184.00114; 229.56297; 1]
[164.07306; 207.76404; 0.99999994]
[163.37187; 210.4928; 1]
[161.49901; 227.98036; 1]
[161.03806; 233.81967; 1]
[161.71901; 240.90004; 1]
[167.27585; 244.24484; 1]
[164.938; 248.58824; 1]
[175.81625; 242.44557; 1]
[180.40666; 264.45432; 0.99999994]
[197.56625; 260.36526; 1]
[205.79515; 258.9787; 1]
[213.9669; 271.26578; 1]
[244.88251; 271.73325; 1]
[262.93509; 276.8244; 1]
[263.16171; 275.55103; 1]
[263.1604; 275.77136; 1]
[263.58936; 276.64319; 1]
[259.73572; 270.02249; 1]
[259.6644; 270.22406; 1]
[258.88489; 264.08835; 1]
[258.58603; 266.22775; 1]
[259.8902; 269.2662; 1]
[259.27426; 265.03799; 1]
[258.65555; 266.34021; 1]
[258.19147; 267.77737; 1]
[257.66104; 268.79236; 1]
[257.61783; 268.90359; 1]
[257.5654; 268.96735; 1]
[257.495; 268.50916; 1]
[257.16269; 268.55518; 1]
[256.32385; 268.703; 1]
[255.79904; 268.30984; 1]
[255.61674; 268.67838; 1]
[254.9101; 268.04382; 1]
[254.9796; 268.24817; 1]
[255.33961; 268.32693; 1]
[255.25162; 268.38162; 0.99999994]
[255.05617; 268.62912; 1]
[254.8559; 268.58533; 1]
[254.86897; 268.52863; 1]
[254.68262; 268.42746; 1]
[254.58974; 268.431; 1]
[254.8201; 268.22736; 1]
[255.47672; 267.44186; 1]
[255.53677; 267.31555; 1]
[255.54413; 267.31528; 1]
[255.1866; 267.45523; 1]
[255.01195; 268.20642; 1]
[255.08064; 267.92493; 1]
[255.04773; 267.89798; 1]
[255.15207; 267.72421; 1]
[255.13722; 267.7886; 1]
[255.32326; 267.70239; 1]
[255.33058; 267.70209; 1]
[255.40204; 267.64398; 1]
[255.4093; 267.64368; 0.99999994]
[255.36841; 267.53574; 1]
[255.36073; 267.8577; 1]
[255.11716; 267.71991; 1]
[255.27489; 267.58701; 1]
[840.06; 324.81622; 1]
[-6387.7324; 1131.4768; 0.99999994]
[996.8894; 1773.6317; 1]
[960.92047; 2805.052; 0.99999994]
[1399.2761; 2440.7556; 1]
[900.11035; 2063.5815; 1]
[811.19171; 2684.9729; 1]
[426.36972; 2340.6001; 1]
[395.73834; 2434.0576; 1]
[257.55811; 2154.5398; 0.99999994]
[357.73871; 2860.594; 1]
[449.3219; 2101.5088; 1]
[733.42517; 2151.9009; 1]
[688.62262; 2335.373; 1]
[-1420.7739; 1495.1974; 1]
[275.51727; 1031.1267; 1]
[436.254; 1392.2585; 0.99999994]
[439.93402; 1107.488; 1]
[591.3949; 1339.6552; 1]
[569.55322; 1356.6392; 1]
[836.01465; 1266.0403; 1]
[1017.7665; 883.74146; 1]
[666.50763; 1114.4146; 0.99999994]
[886.76947; 885.47107; 1]
[1030.7842; 233.15105; 1]
[640.46503; 1079.0881; 1]
[854.3338; 760.40381; 1]
[806.97125; 1185.8026; 1]
[721.54364; 1023.0199; 1]
[563.61487; 1282.1211; 1]
[568.60309; 1121.1884; 1]
[516.1239; 1021.9073; 1]
[411.69315; 1165.8016; 1]
[418.26764; 1200.5508; 0.99999994]
[270.64282; 1378.6006; 1]
[461.43701; 1075.2637; 1]
[266.30051; 1397.9791; 0.99999994]
[146.33685; 1173.5114; 1]
[134.77328; 928.15137; 1]
[192.79497; 712.64313; 1]
[127.69607; 586.37921; 0.99999994]
[83.914299; 516.61298; 1]
[112.63927; 470.82251; 1]
[128.25908; 402.96619; 1]
[175.44206; 455.00894; 1]
[192.46408; 461.01837; 1]
[219.62584; 446.61148; 1]
[231.61905; 415.33447; 1]
[246.56885; 405.30084; 1]
[252.98018; 432.73611; 1]
[263.61438; 410.96649; 1]
[273.27667; 420.75534; 1]
[281.05444; 446.58664; 1]
[290.47232; 430.31879; 0.99999994]
[283.43027; 434.90573; 1]
[286.40686; 426.20053; 1]
[283.25946; 432.07733; 1]
[293.75931; 420.017; 1]
[297.22513; 418.8613; 1]
[294.60266; 415.1514; 1]
[304.65347; 404.76526; 1]
[309.0495; 403.04614; 1]
[315.81622; 401.22931; 1]
[316.13977; 386.60425; 1]
[316.47641; 378.77701; 1]
[314.72504; 374.1622; 1]
[307.82321; 361.91196; 1]
[306.85019; 355.58688; 1]
[308.33286; 347.05103; 1]
[305.36884; 333.81622; 0.99999994]
[303.85269; 324.60681; 1]
[299.12015; 312.86874; 1]
[303.79031; 305.72403; 1]
[311.50995; 298.3988; 1]
[319.03061; 288.55151; 1]
[327.36414; 279.42996; 1]
[333.49908; 268.99194; 1]
[333.12363; 264.24319; 1]
[333.83472; 257.73969; 1]
[332.07776; 255.45654; 1]
[320.81839; 247.70204; 1]
[319.905; 244.40335; 1]
[310.75491; 238.26474; 1]
[300.28424; 234.43436; 1]
[298.82269; 235.09506; 1]
[298.3349; 236.55533; 1]
[297.15735; 237.3559; 1]
[296.49887; 237.79607; 1]
[301.80551; 236.04431; 0.99999994]
[301.5452; 231.77522; 1]
[297.51413; 232.92744; 1]
[295.51947; 234.91687; 1]
[294.76004; 233.51019; 1]
[300.14767; 238.77213; 1]
[298.58868; 241.86569; 1]
[293.47897; 244.87129; 1]
[293.25916; 243.69794; 1]
[291.81516; 243.43381; 1]
[290.5726; 245.50981; 1]
[290.75693; 244.40851; 1]
[290.87473; 242.91312; 1]
[289.20645; 242.06436; 1]
[287.84778; 238.06161; 0.99999994]
[288.94916; 235.36578; 1]
[288.45441; 233.57054; 1]
[287.44415; 235.09821; 0.99999994]
[286.86395; 234.87944; 1]
[286.43411; 237.17542; 1]
[285.34119; 239.32047; 1]
[283.69208; 236.80502; 1]
[281.3783; 233.35153; 1]
[280.55798; 230.31047; 1]
[279.63174; 226.68013; 1]
[278.86792; 221.37126; 1]
[277.9303; 221.58125; 0.99999994]
[276.62143; 221.09059; 1]
[278.72531; 219.77238; 1]
[277.71021; 218.8033; 0.99999994]
[276.82288; 221.21449; 1]
[273.98761; 224.32635; 1]
[273.1879; 223.42183; 1]
[269.87466; 223.40137; 1]
[270.38196; 226.1122; 0.99999994]
[267.3735; 225.61957; 1]
[267.39029; 223.57336; 1]
[267.95334; 218.99709; 1]
[269.31473; 223.65773; 1]
[253.45052; 225.41388; 1]
[256.68671; 223.67651; 0.99999994]
[256.05246; 217.63403; 1]
[253.06609; 212.50218; 1]
[250.45735; 208.1655; 1]
[254.19568; 207.60872; 1]
[250.72934; 207.17433; 1]
[242.66481; 206.87122; 0.99999994]
[240.83064; 205.57124; 0.99999994]
[237.0844; 208.04564; 0.99999994]
[234.46684; 210.10555; 1]
[232.30174; 213.19281; 0.99999994]
[228.72728; 216.1879; 0.99999994]
[223.57289; 219.96559; 1]
[226.25993; 222.95724; 1]
[232.99483; 225.39677; 1]
[233.34386; 227.40428; 1]
[231.57214; 231.50858; 0.99999994]
[235.28706; 232.12917; 1]
[235.26244; 230.5182; 1]
[234.16595; 230.46686; 1]
[232.67563; 231.52022; 0.99999994]
[227.39932; 230.58549; 1]
[219.77457; 231.48096; 1]
[215.51889; 231.55836; 1]
[214.2413; 230.1368; 1]
[211.463; 231.32294; 1]
[206.81564; 234.60648; 1]
[207.27541; 240.14499; 1]
[205.17787; 243.46198; 1]
[198.489; 247.26733; 1]
[196.59772; 247.47986; 1]
[194.07166; 247.31195; 1]
[193.07721; 245.49617; 1]
[192.06039; 244.8044; 1]
[190.99174; 246.90218; 1]
[192.29276; 247.49741; 1]
[192.90724; 248.11118; 1]
[193.71442; 248.65559; 1]
[192.75554; 253.18564; 1]
[192.54076; 253.09204; 1]
[188.48804; 250.62921; 0.99999994]
[185.6604; 252.12369; 1]
[184.26767; 255.96352; 1]
[186.67264; 259.61926; 1]
[186.496; 260.47058; 1]
[188.58612; 260.87958; 1]
[191.18163; 260.95053; 1]
[193.30345; 261.60678; 1]
[192.95805; 261.42343; 1]
[191.65059; 263.13116; 1]
[189.87601; 265.27582; 0.99999994]
[188.83325; 265.84558; 0.99999994]
[186.10606; 264.97736; 1]
[187.75615; 263.90158; 1]
[186.90826; 263.97775; 1]
[187.035; 266.50034; 0.99999994]
[184.37737; 269.58371; 1]
[181.13342; 278.42807; 1]
[177.77071; 283.08896; 1]
[175.88383; 285.23758; 1]
[177.15132; 289.74567; 1]
[176.80858; 295.14819; 1]
[173.99533; 298.90192; 1]
[173.17857; 300.73105; 1]
[174.59988; 301.78122; 1]
[174.53461; 304.90625; 1]
[175.58241; 305.10049; 1]
[180.37454; 308.87878; 1]
[183.59117; 311.45557; 1]
[185.81842; 317.26511; 0.99999994]
[185.34792; 319.87851; 1]
[180.72401; 319.43069; 0.99999994]
[177.32906; 318.66312; 0.99999994]
[177.4986; 320.70224; 0.99999994]
[175.8221; 322.53366; 1]
[168.02927; 322.29651; 1]
[163.13441; 321.67804; 1]
[158.68318; 320.19452; 1]
[151.52657; 319.12521; 1]
[148.25485; 320.01312; 1]
[145.83168; 321.51016; 1]
[144.58804; 322.79358; 1]
[143.59528; 324.82077; 0.99999994]
[144.19247; 326.98306; 1]
[141.90814; 327.85172; 0.99999994]
[138.76349; 328.36124; 1]
[137.02937; 329.19586; 0.99999994]
[133.73051; 329.17334; 1]
[127.15797; 330.58484; 0.99999994]
[124.71855; 329.27081; 1]
[123.99046; 328.91229; 1]
[124.30585; 328.49707; 1]
[120.55357; 329.93307; 1]
[119.20649; 331.72763; 1]
[118.70143; 332.04285; 1]
[116.59329; 331.51144; 1]
[116.35618; 332.29849; 1]
[118.83704; 332.92828; 0.99999994]
[119.66522; 332.78973; 1]
[122.32795; 333.5347; 1]
[120.69585; 331.65823; 1]
[119.2761; 330.20084; 1]
[117.35822; 330.19046; 1]
[116.97966; 330.09039; 1]
[115.3033; 328.4512; 1]
[118.03417; 326.27222; 0.99999994]
[119.61286; 325.31888; 1]
[123.43188; 319.84634; 1]
[125.82622; 314.3764; 1]
[128.04724; 314.73575; 1]
[131.72394; 316.57104; 1]
[131.94278; 314.68271; 1]
[132.29166; 314.91718; 1]
[135.10458; 314.99478; 1]
[135.96748; 305.78494; 1]
[134.53481; 302.85312; 1]
[133.84766; 301.50589; 1]
[134.99342; 304.29099; 0.99999994]
[137.15919; 305.89532; 1]
[136.55717; 302.90253; 0.99999994]
[134.17574; 299.12323; 1]
[134.13902; 301.14719; 1]
[134.77844; 301.44153; 1]
[132.55258; 296.35022; 1]
[133.2373; 294.84781; 1]
[131.21143; 292.27097; 1]
[133.24359; 291.68066; 1]
[132.32393; 289.89789; 1]
[130.88628; 289.01294; 1]
[130.27342; 291.34818; 1]
[129.59607; 292.6886; 1]
[132.08936; 294.62592; 1]
[132.17418; 290.33316; 1]
[135.94415; 289.83618; 1]
[135.66949; 284.96786; 1]
[134.55733; 281.9325; 0.99999994]
[132.07118; 280.87048; 0.99999994]
[129.59972; 278.87848; 1]
[129.60062; 278.11826; 1]
[129.93481; 280.21921; 1]
[131.14276; 283.86337; 1]
[131.92381; 286.01895; 1]
[130.45232; 287.53973; 1]
[129.79919; 289.84909; 1]
[134.36362; 288.23398; 1]
[134.74194; 283.64743; 1]
[137.39014; 291.76959; 0.99999994]
[139.59618; 299.46353; 0.99999994]
[145.00398; 300.21201; 1]
[144.8533; 297.1669; 1]
[144.6051; 297.77496; 1]
[145.86278; 300.52765; 1]
[148.76099; 303.30344; 1]
[152.86024; 314.38086; 1]
[157.31458; 323.40344; 1]
[160.99139; 327.90961; 1]
[162.68759; 327.01572; 0.99999994]
[162.93942; 327.56448; 1]
[161.97076; 330.63773; 1]
[157.77406; 328.19363; 1]
[158.19531; 324.92938; 1]
[155.78928; 324.68195; 1]
[154.43887; 322.17538; 1]
[150.49548; 319.25458; 0.99999994]
[149.43631; 319.81601; 1]
[149.56322; 322.59518; 1]
[149.42842; 323.63376; 1]
[151.56715; 324.05289; 1]
[151.96259; 320.62152; 1]
[149.30939; 317.79825; 1]
[151.52692; 323.36166; 1]
[152.77568; 324.74927; 1]
[155.4341; 326.6492; 0.99999994]
[155.33676; 329.01706; 1]
[153.35609; 331.71994; 0.99999994]
[152.40277; 330.4917; 1]
[150.55783; 329.20837; 0.99999994]
[152.3167; 330.33707; 1]
[153.15678; 331.35944; 1]
[152.06471; 329.80234; 1]
[150.96007; 327.58698; 1]
[151.48373; 326.8107; 1]
[151.43452; 325.91504; 1]
[153.62006; 324.94672; 1]
[152.98575; 323.10526; 1]
[152.99022; 324.14572; 1]
[154.97881; 322.72485; 1]
[154.61656; 321.0574; 1]
[155.66377; 323.35663; 1]
[154.46223; 326.2381; 0.99999994]
[155.13257; 325.56171; 0.99999994]
[155.73654; 324.11346; 1]
[156.37013; 323.15503; 0.99999994]
[155.01001; 319.26971; 1]
[156.36407; 316.92361; 1]
[154.19421; 314.11548; 1]
[153.72726; 315.13071; 1]
[152.63426; 314.85858; 1]
[153.37042; 313.74835; 1]
[153.17702; 313.08109; 1]
[155.85727; 313.66049; 1]
[155.61133; 314.92233; 1]
[153.19208; 313.20203; 0.99999994]
[155.78699; 313.85843; 0.99999994]
[157.25021; 308.88831; 1]
[156.8242; 305.00006; 1]
[159.5137; 308.73633; 0.99999994]
[161.71191; 307.50708; 1]
[163.9511; 304.86145; 1]
[165.48877; 303.60849; 1]
[171.78773; 301.8396; 1]
[178.03262; 302.54871; 1]
[185.41212; 301.04602; 0.99999994]
[184.62386; 301.06494; 1]
[185.6304; 305.93021; 1]
[184.97958; 307.30051; 0.99999994]
[183.39653; 304.12521; 1]
[183.9895; 306.54269; 1]
[181.81693; 305.00522; 0.99999994]
[179.87184; 302.86008; 1]
[179.81281; 294.92123; 1]
[177.14731; 291.96548; 0.99999994]
[176.41914; 289.25568; 1]
[174.9926; 286.04333; 0.99999994]
[173.57005; 283.07407; 1]
[172.83678; 282.79907; 1]
[173.7569; 279.7142; 1]
[172.04413; 277.65421; 0.99999994]
[168.98863; 277.32538; 1]
[172.95653; 277.10501; 1]
[171.59579; 275.86905; 1]
[166.8941; 275.02515; 1]
[166.9955; 277.24033; 1]
[168.21019; 275.12811; 0.99999994]
[170.48067; 275.46249; 0.99999994]
[171.35191; 276.91522; 1]
[168.00546; 274.34033; 1]
[165.40437; 273.48941; 1]
[163.31805; 272.82111; 0.99999994]
[160.90654; 271.81238; 1]
[157.97533; 271.61075; 1]
[154.24091; 272.75275; 1]
[152.20876; 273.45346; 1]
[152.29448; 273.77322; 1]
[156.81728; 277.55161; 1]
[160.95619; 282.03394; 1]
[161.09235; 284.6416; 1]
[163.15515; 287.51477; 1]
[164.18399; 291.14581; 1]
[165.11761; 295.15671; 1]
[170.57764; 294.6059; 1]
[168.39749; 291.55344; 1]
[167.00339; 291.94; 1]
[171.20705; 285.88333; 0.99999994]
[174.05098; 284.04718; 1]
[178.53664; 285.50714; 1]
[178.17067; 287.25449; 1]
[177.6665; 293.19107; 1]
[178.03363; 296.11978; 1]
[179.22029; 296.62106; 0.99999994]
[179.99947; 297.26697; 1]
[179.17351; 298.35602; 1]
[181.14511; 303.72098; 1]
[180.14162; 307.18042; 1]
[179.66051; 309.68774; 1]
[180.25282; 311.03796; 1]
[178.76825; 310.72647; 1]
[173.37657; 308.98767; 0.99999994]
[169.22299; 313.58533; 0.99999994]
[171.28249; 316.60144; 1]
[173.15781; 317.53232; 1]
[172.73741; 313.07004; 0.99999994]
[174.55437; 312.60895; 1]
[178.37755; 313.6915; 1]
[179.52132; 316.06543; 1]
[182.48663; 318.46866; 1]
[183.48479; 323.58844; 1]
[187.15405; 328.84985; 1]
[181.30388; 328.63162; 1]
[179.96663; 331.8194; 1]
[177.96387; 335.28619; 1]
[174.62091; 338.04907; 0.99999994]
[175.17255; 338.48685; 1]
[176.51254; 341.19998; 1]
[184.26375; 344.41949; 1]
[185.92213; 345.32401; 1]
[186.82198; 346.12061; 1]
[186.51532; 348.48462; 1]
[183.97893; 351.51486; 1]
[185.6869; 354.09903; 1]
[184.9487; 354.56183; 1]
[187.17081; 353.89511; 0.99999994]
[189.96729; 355.07272; 0.99999994]
[190.44054; 354.00455; 1]
[191.15366; 353.48132; 1]
[193.23355; 352.12723; 1]
[193.47488; 350.0119; 1]
[193.79659; 348.73361; 0.99999994]
[194.3087; 349.7963; 0.99999994]
[192.04131; 353.80008; 0.99999994]
[195.41643; 357.93835; 1]
[198.33893; 359.81543; 1]
[200.87778; 361.65744; 1]
[198.70831; 365.88626; 1]
[196.79387; 365.95251; 0.99999994]
[197.57121; 366.00031; 1]
[199.28561; 365.28317; 1]
[198.76054; 365.06799; 0.99999994]
[194.71028; 366.20572; 1]
[195.26532; 367.72452; 1]
[196.95345; 364.39902; 0.99999994]
[198.25586; 364.79211; 1]
[198.7681; 365.8483; 0.99999994]
[198.50002; 369.08258; 1]
[201.4135; 369.065; 1]
[203.07524; 369.14001; 0.99999994]
[205.90387; 369.66776; 1]
[205.94072; 368.81274; 1]
[203.24004; 368.3869; 1]
[204.13646; 369.29361; 1]
[205.11143; 368.71478; 0.99999994]
[205.1591; 368.06326; 1]
[206.75774; 369.25244; 0.99999994]
[206.25591; 369.15756; 0.99999994]
[204.82082; 369.16275; 1]
[207.004; 367.64648; 1]
[206.36583; 364.95874; 1]
[206.16893; 366.01544; 1]
[205.99255; 364.82269; 0.99999994]
[202.71404; 364.81424; 1]
[203.40369; 365.1785; 1]
[200.59756; 363.68204; 1]
[198.32027; 364.15137; 1]
[200.56337; 366.95209; 1]
[192.45357; 373.96399; 1]
[174.60905; 379.42856; 1]
[167.44792; 382.13834; 1]
[153.86844; 384.71829; 1]
[149.69447; 386.78247; 1]
[155.38309; 389.64105; 0.99999994]
[156.54875; 388.27344; 1]
[153.53639; 390.12216; 1]
[156.3392; 394.72388; 1]
[156.06889; 395.85919; 1]
[156.16081; 398.0285; 1]
[158.09418; 401.32162; 1]
[159.77364; 405.68509; 1]
[161.28369; 410.87082; 1]
[164.24387; 414.95093; 1]
[167.26573; 413.84906; 1]
[168.72021; 410.90274; 1]
[172.19661; 409.08163; 1]
[176.79112; 408.96527; 0.99999994]
[176.03653; 407.35709; 0.99999994]
[174.2567; 408.84027; 1]
[171.73163; 408.91324; 1]
[169.27618; 408.57086; 1]
[166.71674; 410.53928; 1]
[164.5143; 411.59012; 0.99999994]
[157.6712; 413.20984; 0.99999994]
[154.54236; 415.42404; 1]
[153.50027; 413.77689; 1]
[154.05162; 413.44568; 1]
[157.71111; 414.07742; 1]
[160.24673; 413.32245; 1]
[162.23358; 410.26093; 1]
[165.12259; 408.24289; 0.99999994]
[167.93521; 408.21313; 0.99999994]
[169.60915; 410.0097; 1]
[171.2505; 411.81268; 0.99999994]
[174.05037; 413.69598; 1]
[178.66884; 413.51675; 1]
[178.59416; 412.85617; 1]
[181.53088; 410.56467; 1]
[180.72841; 409.08673; 0.99999994]
[179.69861; 405.28168; 1]
[178.04948; 402.40863; 1]
[179.34146; 399.8291; 1]
[181.71654; 401.34204; 1]
[186.32785; 397.62308; 1]
[188.74486; 395.0206; 1]
[191.91023; 391.78293; 0.99999994]
[193.89484; 388.39191; 1]
[190.8847; 386.21213; 1]
[190.65433; 388.7883; 1]
[192.0267; 390.74973; 1]
[191.95096; 390.41751; 1]
[190.21021; 391.43225; 1]
[190.52528; 391.85239; 1]
[190.29338; 393.56174; 1]
[190.87956; 393.03644; 1]
[190.08574; 393.26447; 0.99999994]
[186.74744; 393.97989; 0.99999994]
[184.05722; 394.40543; 0.99999994]
[179.89471; 393.86844; 1]
[182.23984; 393.77121; 1]
[183.21556; 393.59979; 1]
[183.27888; 392.76694; 0.99999994]
[182.61029; 392.09473; 1]
[182.82805; 390.70334; 0.99999994]
[183.37498; 389.98178; 1]
[182.32661; 390.78546; 1]
[181.91571; 392.84589; 0.99999994]
[181.15254; 393.87653; 1]
[181.54218; 393.92722; 1]
[184.78714; 394.1861; 1]
[189.9899; 393.92203; 1]
[190.55849; 394.64392; 0.99999994]
[193.46367; 400.66174; 1]
[208.41948; 406.11566; 1]
[220.06017; 405.44278; 1]
[239.95728; 406.19897; 1]
[271.42465; 412.63882; 1]
[304.689; 416.59448; 1]
[342.1774; 393.84573; 1]
[381.6499; 365.36566; 0.99999994]
[370.72485; 335.25; 1]
[331.52011; 282.73419; 1]
[291.22821; 258.29056; 1]
[-900.17004; 2767.522; 1]
[-874.80896; 2740.8372; 1]
[-851.87915; 2721.7175; 1]
[-854.83148; 2727.1155; 1]
[-842.80774; 2747.459; 1]
[-837.6673; 2738.7822; 1]
[-815.55865; 2722.8508; 1]
[-797.3288; 2683.4395; 1]
[-821.37445; 2753.0466; 1]
[-811.02277; 2714.6621; 1]
[-815.12305; 2748.929; 1]
[-799.5946; 2715.1465; 1]
[-814.41779; 2738.1956; 1]
[-815.17822; 2728.3811; 0.99999994]
[-800.90277; 2724.5188; 1]
[-817.82739; 2751.4233; 1]
[-798.64258; 2714.9851; 1]
[-794.8382; 2719.5037; 1]
[-798.19965; 2727.906; 1]
[-800.71661; 2745.1338; 1]
[-1.#IND; -1.#IND; -1.#IND]
[-7901.4116; 171.47708; 1]
[9034.6836; 2611.2358; 1]
[-26198.463; -15230.911; 1]
[-5693.7578; -1841.1239; 1]
[47541.891; 20946.826; 1]
[-6050.8906; -1754.2478; 0.99999994]
[-4499.7075; -2544.5154; 0.99999994]
[-7828.5073; -2600.2224; 0.99999994]
[-4360.3213; -1972.0876; 1]
[-4398.6655; -3609.623; 1]
[-6936.5034; -1996.4608; 1]
[-7146.9014; -2194.0249; 1]
[11137.209; 4155.9619; 1]
[-30377.781; -7595.6851; 1]
[-24937.889; -7837.7373; 1]
[-5756.27; -1883.042; 1]
[-996.013; -1822.9991; 1]
[-9658.21; -4580.709; 1]
[-3440.002; -16827.852; 1]
[-677.2843; -431.44574; 1]
[-2145.1191; -931.48444; 1]
[-3944.1387; -18510.713; 1]
[-4229.6074; -5031.7544; 1]
[-3623.2319; -9213.4922; 1]
[-857.03473; 2754.6904; 1]
[4599.4609; 13869.408; 1]
[-946.90265; 5619.6812; 1]
[16934.52; 45141.492; 0.99999994]
[257.79855; 4989.0762; 1]
[287.43768; 2484.2346; 1]
[107.7581; 2803.0669; 1]
[-1112.7849; -1780.6691; 1]
[-640.48669; -6672.5229; 1]
[209197.67; 230654.14; 1]
[-3233.8123; -1999.4401; 1]
[-6201.6685; 11012.882; 1]
[1290.8152; -1719.2791; 1]
[-605.46576; -871.46002; 1]
[130.89644; -2950.9382; 1]
[-2109.1377; -849.12238; 1]
[153.93112; 92.865929; 0.99999994]
[675.64093; -1584.42; 1]
[1268.1387; 4505.7124; 1]
[2855.9363; 1980.3436; 1]
[2367.4465; 6104.3008; 1]
[-8032.1338; -18446.533; 1]
[-179.79857; 3588.9836; 1]
[87.010422; -1870.3054; 1]
[-785.7475; -4205.3647; 1]
[4061.8594; 9837.8086; 1]
[1162.2339; 473.33865; 1]
[23743.125; -6556.1167; 1]
[791.38141; -842.43469; 0.99999994]
[191.98103; 152.05557; 1]
[-55.273983; 405.57553; 0.99999994]
[77.96003; 261.69492; 1]
[131.79405; 348.10126; 1]
[191.93152; 434.55405; 1]
[223.06201; 466.61606; 1]
[197.29388; 450.76688; 1]
[198.98805; 443.79874; 1]
[189.24055; 452.3757; 1]
[179.45235; 432.93344; 0.99999994]
[197.16763; 434.02795; 1]
[168.63615; 424.9696; 1]
[161.76118; 433.71002; 1]
[115.80318; 417.54828; 0.99999994]
[100.04994; 410.28342; 1]
[73.800873; 403.9418; 1]
[58.005493; 382.70148; 1]
[42.139851; 368.74646; 1]
[38.715698; 358.62582; 0.99999994]
[48.989326; 345.80133; 1]
[57.546516; 324.1322; 1]
[72.611916; 291.97922; 1]
[86.026588; 273.2085; 1]
[92.396355; 264.88275; 1]
[104.04739; 252.72852; 1]
[116.09768; 249.8246; 1]
[142.42752; 249.24239; 1]
[179.2421; 242.61758; 1]
[192.52422; 241.13803; 1]
[200.35968; 240.02951; 1]
[204.11249; 240.73788; 1]
[220.44542; 236.82166; 1]
[228.00949; 235.66336; 1]
[229.35481; 226.66924; 1]
[226.39534; 221.88739; 1]
[225.1057; 220.74176; 0.99999994]
[215.1369; 232.09879; 1]
[218.95135; 235.59323; 0.99999994]
[202.64853; 244.16757; 0.99999994]
