2081, 2081
[-1.#IND; -1.#IND; -1.#IND]
[-1.#IND; -1.#IND; -1.#IND]
[188.99986; 246.65381; 1]
[181.06581; 243.91675; 1]
[175.16586; 244.82076; 1]
[166.8644; 241.47388; 1]
[160.12508; 239.86244; 1]
[147.14752; 241.60951; 1]
[141.14883; 244.82483; 1]
[130.58948; 255.09868; 1]
[123.77174; 265.23221; 1]
[117.44335; 280.9986; 1]
[117.05975; 294.27191; 1]
[124.55975; 290.56302; 1]
[141.89569; 275.98914; 1]
[139.09267; 272.78995; 1]
[135.04474; 273.33624; 1]
[142.44374; 269.54364; 1]
[147.94316; 263.03705; 1]
[141.92416; 250.5322; 1]
[144.1568; 241.46291; 1]
[154.88043; 239.62627; 1]
[139.02568; 242.49971; 1]
[125.00035; 249.30112; 1]
[123.72648; 252.20467; 1]
[117.64678; 245.82895; 1]
[105.41402; 241.15526; 1]
[110.82154; 236.51138; 1]
[104.98776; 225.82553; 1]
[99.637871; 215.44403; 1]
[99.151871; 204.37384; 1]
[102.47332; 196.49033; 1]
[107.10403; 207.55405; 1]
[117.06916; 197.96126; 1]
[128.71529; 186.83369; 1]
[138.83632; 176.85399; 1]
[141.22701; 172.36275; 1]
[141.43388; 172.11835; 1]
[152.35876; 170.36237; 1]
[170.73891; 164.29449; 1]
[182.67548; 156.19814; 0.99999994]
[189.40305; 146.88875; 1]
[196.43898; 136.86609; 0.99999994]
[205.75049; 130.08813; 1]
[210.14771; 126.93177; 1]
[217.59488; 120.56863; 1]
[223.86597; 113.1606; 1]
[226.94914; 104.13172; 1]
[231.18724; 97.198105; 1]
[230.0835; 96.634506; 1]
[230.67888; 98.188751; 1]
[230.68633; 101.12148; 1]
[241.56587; 105.08706; 1]
[265.67645; 106.92094; 1]
[283.36484; 102.04472; 1]
[283.47336; 97.881737; 1]
[285.53503; 106.01059; 1]
[287.3027; 107.35968; 1]
[288.95453; 105.14592; 1]
[293.28772; 101.69189; 1]
[295.03146; 107.12957; 1]
[296.96408; 120.25117; 0.99999994]
[301.98849; 125.31654; 1]
[303.29706; 125.67622; 1]
[310.50195; 132.75194; 1]
[318.01828; 138.0909; 0.99999994]
[325.439; 137.31067; 0.99999994]
[320.29553; 143.64555; 1]
[322.23038; 158.83167; 1]
[321.37213; 161.1375; 1]
[323.41818; 160.76863; 1]
[334.27463; 159.73814; 0.99999994]
[348.16916; 158.77522; 1]
[343.51114; 161.74886; 1]
[347.02866; 169.72926; 0.99999994]
[349.75162; 183.03783; 0.99999994]
[362.51971; 175.25215; 1]
[368.24365; 169.01437; 1]
[378.23874; 164.63333; 0.99999994]
[378.11572; 170.1153; 1]
[385.6232; 176.54863; 1]
[383.83633; 175.60841; 0.99999994]
[389.8129; 168.80971; 1]
[398.10837; 167.52957; 0.99999994]
[405.34732; 166.33406; 1]
[408.40973; 162.07451; 1]
[409.1409; 157.14087; 1]
[407.30383; 151.38539; 1]
[405.36011; 146.4053; 1]
[409.11316; 146.07346; 1]
[408.39819; 148.6171; 1]
[399.16507; 154.16682; 1]
[384.22583; 153.50179; 0.99999994]
[374.50479; 153.26903; 1]
[370.87671; 154.49548; 1]
[372.47516; 154.71957; 1]
[373.93497; 156.65144; 1]
[373.2168; 159.70177; 1]
[372.1936; 164.10727; 1]
[369.62253; 167.22496; 1]
[365.31799; 174.04706; 1]
[364.9267; 182.47917; 1]
[358.16232; 201.89027; 1]
[353.40457; 206.62933; 1]
[355.00378; 217.09908; 1]
[353.35089; 225.70558; 1]
[349.48865; 227.57431; 1]
[347.32846; 225.67024; 1]
[345.69647; 226.9144; 1]
[327.62994; 227.90587; 1]
[319.93805; 228.5105; 1]
[306.54886; 238.82448; 1]
[292.28925; 243.74072; 1]
[292.85608; 234.7413; 1]
[286.94354; 232.40016; 1]
[278.74689; 241.99083; 1]
[263.12857; 245.6855; 0.99999994]
[263.03296; 242.77916; 1]
[260.61395; 245.52898; 1]
[239.35669; 244.19565; 1]
[235.56758; 248.71733; 1]
[229.51691; 248.27022; 1]
[230.02179; 244.59045; 1]
[228.6657; 231.43983; 1]
[225.9565; 211.91518; 1]
[225.666; 195.5096; 1]
[231.14406; 186.76849; 1]
[236.0096; 182.53838; 1]
[234.07318; 182.69556; 1]
[235.25551; 177.86086; 1]
[233.49973; 177.57147; 1]
[234.29167; 175.02126; 1]
[233.39243; 169.11148; 1]
[230.7119; 157.47104; 1]
[231.16206; 147.15468; 1]
[238.28091; 152.05754; 1]
[256.17621; 138.8811; 1]
[267.36554; 130.21028; 1]
[270.50534; 133.41318; 1]
[284.91876; 133.89874; 1]
[294.15237; 150.72076; 1]
[293.91165; 154.78458; 1]
[279.27332; 162.77577; 1]
[267.99377; 173.64696; 1]
[270.11362; 187.3455; 0.99999994]
[264.74133; 195.78343; 1]
[253.82774; 206.80353; 0.99999994]
[251.9705; 209.80301; 1]
[233.73897; 212.14876; 1]
[233.18083; 211.55907; 1]
[231.85596; 208.36655; 1]
[230.92596; 202.90565; 1]
[229.26396; 203.40543; 1]
[228.87387; 215.52072; 1]
[229.94197; 215.78719; 1]
[229.96486; 218.05161; 1]
[225.90921; 229.37431; 1]
[225.02347; 237.29576; 1]
[225.13887; 246.22699; 1]
[222.54707; 256.90216; 1]
[222.41367; 257.37292; 1]
[222.39218; 258.24561; 1]
[223.60004; 257.06732; 1]
[223.88972; 256.11819; 1]
[223.98471; 256.07999; 1]
[224.52257; 255.80598; 1]
[224.22319; 256.56073; 1]
[223.86339; 256.6102; 1]
[223.85953; 256.11884; 1]
[223.80064; 256.06549; 1]
[223.86752; 256.78217; 1]
[223.86996; 256.31967; 1]
[224.29913; 255.95419; 1]
[224.10907; 256.06549; 1]
[224.12888; 256.48782; 1]
[224.32518; 256.16821; 1]
[224.36563; 256.18811; 1]
[224.26256; 256.16992; 1]
[224.56245; 256.14291; 1]
[224.43153; 256.21371; 1]
[223.97745; 256.1788; 1]
[223.99207; 256.18311; 1]
[224.40164; 256.1001; 1]
[224.16615; 256.14697; 1]
[224.40706; 256.06058; 1]
[224.65666; 255.97765; 1]
[224.89044; 255.6282; 0.99999994]
[224.90073; 255.63033; 1]
[224.52736; 255.87849; 1]
[224.15009; 255.9633; 1]
[224.23297; 255.97354; 1]
[224.4053; 255.7813; 1]
[224.08354; 256.00021; 1]
[224.09386; 256.00232; 0.99999994]
[224.01294; 256.20325; 1]
[224.31479; 255.96111; 1]
[224.26765; 255.91461; 1]
[224.32613; 255.78644; 1]
[224.112; 255.85567; 1]
[224.10349; 255.86531; 1]
[223.74078; 255.83618; 0.99999994]
[224.0208; 255.80092; 1]
[223.93837; 255.76064; 1]
[1.#INF; 1.#INF; -1.#IND]
[42541.723; -21884.709; 1]
[12361.371; 11375.49; 1]
[4543.7969; 2141.6416; 1]
[5464.2666; 2561.7446; 1]
[1647632.5; 305504.28; 1]
[-9758.3877; 3817.655; 1]
[2008.1903; 2973.8562; 1]
[-101927.1; 28882.857; 1]
[-26899.639; 32776.402; 1]
[12199.89; 1422.1625; 1]
[70468.281; 137754.75; 1]
[-2502.3555; -1506.8816; 1]
[-517.42053; 2641.2483; 1]
[48601.969; 2204.8926; 1]
[-3140.354; 4176.293; 1]
[-10087.622; -1126.0786; 1]
[-29537.336; -16095.552; 1]
[-3036.4805; -2889.281; 1]
[893.1051; 1473.9191; 1]
[-101012.54; 71508.617; 1]
[-3164.7551; -1090.8038; 1]
[-4024.9634; 1347.2169; 1]
[-43369.48; 3535.3271; 1]
[-5816.7319; -1625.9468; 1]
[3874.2234; 3029.8538; 0.99999994]
[9916.9678; -3217.9587; 1]
[-522.20929; -648.50409; 0.99999994]
[-1133.7284; -2320.5247; 1]
[-1742.2494; 856.3233; 1]
[-1715.084; -1525.5065; 1]
[463.2796; -908.21521; 1]
[13113.725; 686.51093; 1]
[3802.0752; -2277.5056; 1]
[1125.4454; -1158.9226; 1]
[3158.5278; 1550.4131; 1]
[1568.4896; 1542.4824; 1]
[879.1745; 577.96521; 0.99999994]
[1004.9724; 260.89374; 1]
[803.46027; 1186.4464; 1]
[751.32324; 965.40057; 1]
[816.91132; 762.8736; 1]
[800.21869; 933.87268; 1]
[675.91974; 873.16443; 1]
[665.4176; 828.13446; 1]
[639.52142; 839.2489; 1]
[671.7608; 758.36871; 1]
[684.71216; 757.9834; 0.99999994]
[756.26917; 777.28619; 1]
[1501.3401; 966.30554; 0.99999994]
[1255.9221; 852.82983; 1]
[1239.6205; 920.83881; 1]
[1139.4218; 920.65955; 1]
[1152.6642; 843.52026; 1]
[1043.6837; 804.26331; 1]
[1000.5636; 759.47943; 1]
[924.87891; 745.21594; 1]
[847.54346; 710.04254; 1]
[807.0921; 687.0387; 1]
[784.87286; 665.14771; 1]
[759.80396; 634.04779; 1]
[725.52808; 602.72968; 1]
[720.53235; 596.96338; 1]
[717.79346; 604.86243; 1]
[703.43323; 593.83557; 1]
[710.8988; 589.59625; 1]
[693.54205; 578.48822; 1]
[677.90228; 566.74652; 1]
[692.06372; 571.89972; 1]
[667.54443; 565.56335; 0.99999994]
[657.23645; 573.54297; 1]
[631.08691; 564.64899; 1]
[602.19794; 543.56677; 1]
[567.04871; 539.97284; 1]
[538.69446; 546.15179; 1]
[535.53748; 539.93402; 1]
[538.42432; 544.1402; 1]
[559.22247; 528.66144; 1]
[578.68994; 500.96344; 0.99999994]
[606.36133; 491.97025; 1]
[620.31421; 495.68329; 0.99999994]
[633.82745; 506.65375; 1]
[634.08801; 499.77396; 1]
[626.61407; 486.31693; 1]
[618.38153; 484.90973; 1]
[612.53632; 468.84961; 1]
[611.40863; 453.21802; 1]
[618.64404; 444.79709; 1]
[633.54059; 434.02713; 1]
[664.15631; 421.26013; 1]
[737.56891; 404.92563; 1]
[818.81268; 391.74484; 1]
[915.94714; 372.66693; 1]
[966.56519; 374.16602; 1]
[1012.6492; 377.3624; 1]
[1123.1826; 377.61417; 1]
[1145.6564; 378.80176; 1]
[1233.1609; 370.28226; 1]
[1278.4679; 355.36951; 1]
[1234.4708; 327.89899; 1]
[1164.441; 294.50143; 1]
[1134.1868; 286.81201; 1]
[1092.8676; 261.86227; 1]
[1060.5438; 238.22202; 1]
[1006.7149; 222.30457; 1]
[972.14203; 205.39896; 1]
[938.03406; 191.82487; 1]
[914.1651; 176.10896; 1]
[885.76385; 159.13622; 1]
[882.46991; 141.59375; 1]
[879.26587; 127.47941; 1]
[874.68787; 129.90897; 1]
[874.95905; 140.80319; 1]
[889.55414; 140.28455; 0.99999994]
[905.4942; 146.68054; 1]
[932.76862; 138.83185; 1]
[959.03363; 130.37616; 1]
[962.66467; 123.22707; 1]
[961.96484; 113.43056; 1]
[952.02661; 98.191261; 1]
[942.95349; 96.738121; 1]
[939.36163; 95.572517; 1]
[927.93115; 94.623375; 0.99999994]
[909.98456; 84.139229; 1]
[889.62653; 75.698402; 1]
[886.28302; 72.857849; 1]
[901.98566; 66.615051; 1]
[915.51154; 57.927185; 1]
[928.50635; 52.668716; 1]
[948.38507; 43.341759; 1]
[966.37836; 39.951099; 0.99999994]
[992.67761; 38.208118; 0.99999994]
[1024.5305; 34.334419; 1]
[1046.0439; 27.370947; 1]
[1072.7411; 22.882111; 1]
[1087.9396; 20.508421; 1]
[1109.1343; 20.382351; 1]
[1122.8817; 18.209011; 1]
[1142.7391; 18.270184; 1]
[1159.4913; 17.65527; 0.99999994]
[1200.12; 13.462923; 1]
[1225.337; 6.3282199; 1]
[1257.8939; 7.9983177; 1]
[1303.2076; 5.6004877; 0.99999994]
[1322.0223; 0.12536494; 1]
[1303.8738; 7.4300179; 1]
[1302.8733; -3.3158801; 1]
[1299.506; -9.2215548; 1]
[1317.3043; -10.709271; 1]
[1346.8585; -3.0279908; 1]
[1392.4575; -2.9145651; 1]
[1434.2078; -8.4975052; 1]
[1442.6787; 24.934605; 0.99999994]
[1383.4897; 36.388496; 1]
[1394.4014; 55.64764; 1]
[1378.9692; 51.859818; 1]
[1409.2439; 29.837839; 0.99999994]
[1461.8501; -4.1530151; 1]
[1471.8806; -34.540245; 1]
[1494.6533; -52.744473; 1]
[1491.65; -45.655167; 1]
[1460.6819; -33.303043; 1]
[1434.2137; -25.780165; 1]
[1410.4268; -37.414734; 1]
[1395.3794; -31.79619; 1]
[1379.394; -40.272137; 1]
[1383.6667; -41.510365; 1]
[1383.3142; -43.703167; 0.99999994]
[1365.6381; -61.380775; 1]
[1362.4271; -59.674629; 1]
[1353.5353; -59.78125; 1]
[1350.7871; -36.010658; 0.99999994]
[1319.8448; -29.012535; 1]
[1315.0195; -26.314884; 1]
[1304.8009; -43.072338; 1]
[1314.6029; -49.381779; 1]
[1318.795; -60.785744; 0.99999994]
[1330.3611; -66.440933; 0.99999994]
[1330.9375; -69.248199; 1]
[1346.1729; -83.414429; 1]
[1391.8529; -85.777458; 1]
[1387.0775; -85.311424; 1]
[1390.9873; -88.546661; 1]
[1430.4255; -111.97678; 1]
[1433.9106; -127.03299; 0.99999994]
[1448.3141; -142.27151; 1]
[1472.1288; -149.96561; 1]
[1458.5551; -135.39343; 1]
[1424.3813; -109.76141; 1]
[1441.656; -129.90071; 0.99999994]
[1442.2924; -135.03116; 1]
[1422.4594; -136.23904; 0.99999994]
[1418.634; -146.89661; 1]
[1399.6459; -160.55266; 0.99999994]
[1369.1667; -169.64713; 1]
[1356.542; -177.28596; 1]
[1269.2972; -151.85202; 1]
[1244.2603; -132.20462; 1]
[1199.3823; -104.94955; 1]
[1114.3901; -57.631664; 1]
[1068.7534; -13.504884; 1]
[1027.1963; 30.769865; 1]
[988.24316; 52.881687; 1]
[946.21826; 75.827492; 1]
[921.9903; 82.507446; 0.99999994]
[908.3457; 83.37709; 1]
[885.7348; 89.075882; 1]
[879.52795; 97.441147; 1]
[856.97852; 101.64219; 1]
[848.43909; 108.87189; 1]
[827.96002; 119.35497; 1]
[818.56122; 129.80223; 0.99999994]
[803.55804; 145.51578; 1]
[803.11023; 144.66104; 1]
[803.30005; 141.66656; 1]
[792.35962; 134.28941; 1]
[798.80273; 121.83067; 1]
[791.26447; 118.46012; 1]
[780.77899; 137.86147; 1]
[775.85767; 145.69318; 1]
[748.38251; 147.9558; 1]
[746.44434; 138.10181; 1]
[756.02081; 103.83951; 0.99999994]
[758.55524; 95.368568; 1]
[748.89185; 86.715157; 1]
[731.40887; -6.5078096; 0.99999994]
[727.94922; -18.978079; 1]
[727.64789; -23.117914; 1]
[740.08398; -24.901646; 1]
[748.59741; -32.497879; 1]
[753.20215; -32.51239; 1]
[754.06555; -35.967815; 1]
[744.98914; -34.998318; 1]
[730.16693; -39.985886; 1]
[729.44165; -40.359962; 1]
[731.20203; -57.817299; 1]
[723.55688; -51.803322; 1]
[695.92352; -38.840702; 1]
[674.40924; -35.096607; 1]
[667.69922; -35.036442; 1]
[666.42188; -37.155319; 1]
[665.61536; -35.71027; 1]
[655.78674; -23.695469; 1]
[654.73499; -8.4050884; 1]
[652.17487; 18.159197; 1]
[639.61719; 49.193501; 1]
[645.96875; 108.45871; 1]
[639.49255; 140.3663; 1]
[633.96039; 144.20976; 1]
[623.16797; 138.97281; 1]
[621.20331; 133.66533; 1]
[616.44012; 123.24396; 1]
[621.17206; 114.19928; 1]
[611.70349; 112.73382; 1]
[601.44489; 110.21514; 1]
[595.40826; 122.83066; 1]
[589.5946; 139.04181; 1]
[577.53284; 146.81631; 1]
[571.90796; 144.77945; 1]
[570.50238; 144.64618; 1]
[560.8974; 148.83484; 1]
[545.41968; 155.04768; 1]
[526.83264; 164.13188; 1]
[313.69; 291.91812; 1]
[4638.6167; 5242.0898; 1]
[-48765.051; 252181.02; 1]
[8172.7183; 5421.4893; 0.99999994]
[525.00085; 6228.79; 1]
[5849.4331; 3675.5833; 1]
[884.77942; 9961.584; 1]
[4382.6274; 2630.3821; 1]
[8909.9492; 6954.9932; 1]
[21460.756; 25617.801; 1]
[8227.1035; 2171.8889; 1]
[4382.3877; -8498.3281; 1]
[4925.8584; 3555.3594; 1]
[2310.8154; 3816.0342; 1]
[-45164.68; -61989.719; 1]
[-82665.828; -16292.426; 0.99999994]
[10278.491; 6507.3994; 0.99999994]
[-24343.82; -2784.6658; 1]
[1587.0117; 7274.0347; 0.99999994]
[1639.3313; 4810.8955; 1]
[-5000.4067; 28482.635; 0.99999994]
[16631.16; 16817.076; 1]
[66.296104; 13057.788; 1]
[14641.299; 8554.0059; 1]
[4534.8418; 1152.9272; 1]
[12980.974; 17863.602; 1]
[-10766.239; -17177.146; 1]
[-4537.6514; 10494.199; 1]
[50797.359; -30966.16; 1]
[-5484.3193; -2101.1104; 1]
[5778.604; 5264.1255; 1]
[26603.25; 53132.527; 1]
[3659.4131; 6359.4038; 1]
[262020.81; 706788; 1]
[1929.4817; 7247.8032; 1]
[186.67996; 4929.0747; 1]
[1069.3525; 6240.5845; 1]
[347.00906; 565.70886; 1]
[-57.181431; 552.25806; 1]
[6.5228186; 381.21179; 1]
[-226.20453; 219.92105; 1]
[-157.87964; 270.61636; 1]
[-27.006245; 411.63843; 1]
[29.433115; 461.75446; 1]
[35.920353; 463.34299; 0.99999994]
[62.952118; 491.92374; 1]
[67.796471; 508.95804; 1]
[71.373352; 517.78168; 1]
[31.662951; 538.99615; 1]
[10.665153; 565.27228; 1]
[-9.807333; 594.47546; 0.99999994]
[-41.981216; 596.151; 1]
[-48.208626; 568.88452; 1]
[-62.488186; 597.53247; 0.99999994]
[-81.903587; 586.09692; 1]
[-119.5809; 610.01678; 1]
[-138.32323; 659.36902; 1]
[-144.01701; 678.01251; 1]
[-130.66031; 694.11554; 0.99999994]
[-90.607399; 715.69049; 1]
[-58.66732; 687.08771; 0.99999994]
[-23.363337; 699.06146; 1]
[-2.5078192; 682.61713; 1]
[8.6843529; 674.07062; 1]
[19.161375; 671.41406; 1]
[19.298725; 693.50055; 1]
[17.597382; 708.5083; 1]
[10.262341; 741.74963; 1]
[3.9802663; 762.96375; 1]
[-10.026928; 786.06213; 1]
[-13.727747; 804.63611; 1]
[-7.0728502; 785.22784; 1]
[12.000164; 769.70502; 1]
[10.458275; 742.16333; 1]
[15.048203; 719.58105; 1]
[14.699862; 679.26892; 1]
[20.962212; 664.29626; 1]
[13.785486; 651.15314; 1]
[13.005252; 640.12549; 1]
[4.1595669; 630.00885; 1]
[-8.1265106; 619.91687; 1]
[-26.509708; 607.53223; 1]
[-23.528881; 578.74164; 1]
[-24.467625; 535.43091; 1]
[-15.012041; 503.48788; 1]
[-33.819565; 477.14032; 1]
[-37.627884; 454.00864; 1]
[-46.147305; 449.64316; 0.99999994]
[-41.915852; 418.50458; 1]
[-47.349403; 407.73532; 1]
[-53.706985; 380.59143; 1]
[-50.847683; 372.81296; 0.99999994]
[-30.173481; 370.68689; 1]
[5.758646; 366.64359; 0.99999994]
[42.094444; 353.14145; 0.99999994]
[64.202179; 348.4209; 1]
[81.720314; 340.19247; 1]
[104.24801; 328.44614; 1]
[121.55829; 317.14514; 0.99999994]
[145.72516; 298.49121; 1]
[159.42755; 280.43228; 1]
[170.16002; 278.4444; 1]
[183.9402; 275.15601; 1]
[189.00081; 270.4895; 1]
[200.30528; 262.52679; 1]
[216.19852; 260.5336; 1]
[234.7925; 254.77782; 1]
[245.81169; 245.66557; 0.99999994]
[266.86963; 237.18259; 1]
[284.59744; 233.30927; 1]
[290.01724; 231.86955; 1]
[310.1073; 225.44902; 1]
[324.21921; 217.45811; 1]
[342.69849; 205.91896; 0.99999994]
[355.66769; 201.79044; 1]
[354.26129; 200.3343; 0.99999994]
[353.61847; 201.25606; 1]
[351.44946; 204.81448; 0.99999994]
[338.73373; 207.67642; 1]
[338.39783; 207.7756; 1]
[330.91434; 200.8329; 1]
[337.97095; 194.47485; 1]
[340.80316; 185.54955; 1]
[344.6394; 175.21768; 1]
[356.16214; 168.05054; 1]
[364.54279; 167.3779; 1]
[370.8136; 165.07901; 1]
[401.94415; 156.62798; 1]
[412.6413; 152.18587; 1]
[408.27795; 151.19466; 1]
[394.6622; 150.81926; 0.99999994]
[373.68668; 153.39844; 1]
[370.22659; 155.9183; 1]
[359.14169; 155.63377; 1]
[350.59296; 152.03249; 1]
[350.50201; 141.70695; 1]
[352.89514; 136.09425; 1]
[357.37732; 130.67181; 1]
[367.42191; 129.8701; 0.99999994]
[376.10843; 126.1344; 1]
[377.33731; 122.20393; 1]
[380.3483; 117.31392; 1]
[375.48895; 118.66365; 0.99999994]
[371.10037; 120.12196; 1]
[366.89035; 120.89754; 1]
[368.2905; 118.14287; 1]
[368.52145; 118.76807; 1]
[363.37103; 120.66354; 1]
[360.08942; 123.36745; 1]
[359.38535; 123.87394; 1]
[357.17517; 122.18006; 0.99999994]
[350.69229; 122.30566; 0.99999994]
[344.1506; 120.70982; 0.99999994]
[343.22604; 118.97917; 1]
[342.86295; 118.85373; 1]
[347.90744; 122.10135; 1]
[354.8999; 126.94083; 1]
[359.32523; 128.16188; 1]
[355.61798; 120.49653; 1]
[352.23209; 114.68253; 1]
[353.05057; 112.2666; 1]
[356.51175; 108.63288; 1]
[358.66315; 104.88799; 1]
[364.50418; 99.395088; 0.99999994]
[372.77518; 96.826332; 0.99999994]
[373.52988; 92.938972; 1]
[373.40723; 89.925751; 0.99999994]
[374.05984; 86.370872; 1]
[374.31717; 79.143616; 0.99999994]
[376.00198; 74.00573; 0.99999994]
[369.76566; 68.906723; 1]
[360.80508; 61.882042; 0.99999994]
[356.85052; 54.612507; 1]
[356.62463; 48.058151; 1]
[352.58704; 42.168007; 1]
[354.23813; 39.126213; 0.99999994]
[358.26663; 35.02462; 1]
[360.99872; 32.105114; 1]
[361.27814; 23.396803; 0.99999994]
[376.86087; 25.635044; 1]
[394.28149; 22.793467; 1]
[412.08813; 20.387609; 1]
[428.9841; 19.507015; 1]
[447.15518; 18.786812; 1]
[453.80197; 19.031672; 1]
[455.15936; 17.428894; 1]
[449.21756; 15.054381; 1]
[436.34509; 13.417984; 1]
[446.465; 18.014616; 0.99999994]
[452.66071; 22.392282; 1]
[444.24039; 21.702494; 1]
[437.24789; 27.151058; 0.99999994]
[433.47284; 34.921032; 1]
[451.50513; 42.186886; 1]
[478.20514; 38.441929; 1]
[495.13019; 29.765142; 1]
[506.44711; 17.36298; 1]
[513.60529; 9.4994326; 1]
[517.09363; 0.3668741; 1]
[514.34692; -7.0775638; 1]
[513.77234; -8.0211105; 1]
[527.65668; -3.3749001; 1]
[541.33453; -5.3524642; 1]
[548.48938; -5.6056876; 1]
[549.76788; -6.0614018; 1]
[546.65503; -8.0195732; 1]
[546.44415; -8.9231863; 1]
[539.38904; -2.3110695; 1]
[535.12024; -0.29821548; 1]
[534.10846; -5.144835; 1]
[529.62006; -4.6040783; 1]
[524.61841; -10.39441; 1]
[526.66168; -10.718698; 1]
[526.02496; -8.7167139; 1]
[516.38208; 1.9438981; 0.99999994]
[507.43262; 14.052363; 1]
[500.241; 21.408405; 1]
[503.1673; 40.973164; 1]
[498.41727; 40.818386; 1]
[499.89954; 39.828438; 1]
[493.85165; 48.282707; 1]
[488.25558; 59.342133; 1]
[482.98318; 59.12508; 1]
[473.07959; 55.643143; 1]
[465.88843; 45.804604; 1]
[465.90924; 42.40554; 1]
[476.17407; 43.994621; 1]
[492.85208; 56.759983; 1]
[495.69083; 63.653126; 1]
[496.47659; 72.675484; 0.99999994]
[501.03055; 82.276665; 1]
[512.97656; 76.398903; 1]
[522.95111; 73.544159; 0.99999994]
[523.68744; 78.191376; 1]
[525.49091; 78.643761; 1]
[536.31378; 86.372101; 1]
[526.59528; 100.40963; 0.99999994]
[519.47156; 109.31753; 1]
[546.29742; 111.37093; 0.99999994]
[542.41602; 123.42061; 0.99999994]
[507.24536; 145.08287; 1]
[480.07376; 164.3744; 1]
[464.74966; 173.55814; 1]
[463.78696; 181.90576; 0.99999994]
[483.2114; 205.68504; 1]
[489.13431; 252.53748; 0.99999994]
[548.3335; 262.2471; 1]
[581.03107; 250.95885; 1]
[595.4389; 248.26346; 1]
[599.20306; 256.46371; 1]
[605.38043; 181.27257; 1]
[607.72302; 151.59505; 1]
[596.54181; 150.6098; 1]
[584.14795; 154.1866; 1]
[575.672; 119.18851; 1]
[567.25208; 98.091019; 1]
[567.28833; 75.284775; 1]
[542.76508; 56.773933; 1]
[542.46649; 41.354698; 1]
[549.55157; 20.881571; 1]
[547.60107; 10.324377; 1]
[542.30695; 9.6522026; 1]
[541.00555; 9.5284328; 1]
[536.85687; 9.5823469; 1]
[522.02081; 9.5089121; 1]
[515.80682; 22.063885; 1]
[517.00568; 29.988287; 1]
[497.81018; 45.255939; 1]
[497.26703; 53.337891; 1]
[501.40048; 58.373295; 1]
[497.79037; 67.076416; 1]
[497.69339; 76.583382; 1]
[495.52441; 84.796989; 1]
[489.53745; 101.66763; 1]
[486.49811; 116.23775; 1]
[473.21951; 131.84949; 1]
[468.68292; 133.91948; 1]
[442.89291; 152.34474; 1]
[438.21939; 155.01263; 1]
[445.63925; 161.33867; 1]
[446.76971; 163.1071; 1]
[430.16345; 182.73564; 0.99999994]
[416.22903; 189.32727; 1]
[410.57526; 190.97278; 1]
[396.62952; 195.02141; 1]
[389.63882; 202.83286; 1]
[390.77267; 200.76582; 1]
[391.48547; 200.67735; 1]
[392.01199; 199.64636; 1]
[392.41693; 196.98093; 1]
[395.81332; 185.05818; 1]
[380.44382; 185.41916; 1]
[396.01611; 157.32642; 1]
[403.099; 149.77464; 0.99999994]
[418.78333; 141.95374; 1]
[424.30173; 137.99434; 1]
[428.86816; 134.71939; 1]
[449.78442; 137.34682; 1]
[450.48218; 130.58133; 1]
[437.55649; 139.65312; 0.99999994]
[438.55371; 140.00769; 1]
[431.22159; 143.36748; 0.99999994]
[431.79553; 138.35616; 0.99999994]
[424.53922; 132.96458; 0.99999994]
[426.55936; 129.56555; 1]
[431.97864; 121.84666; 1]
[432.14078; 122.24964; 1]
[419.2551; 126.65944; 0.99999994]
[427.22931; 104.27544; 1]
[418.77423; 89.558151; 0.99999994]
[421.66931; 98.284256; 1]
[421.29181; 121.82555; 1]
[420.63937; 133.23923; 1]
[425.20746; 141.78848; 1]
[418.09537; 154.61099; 1]
[414.08517; 174.70111; 0.99999994]
[414.74881; 189.56523; 0.99999994]
[411.26358; 221.41678; 1]
[411.07535; 224.37364; 1]
[411.02289; 224.75507; 1]
[409.93701; 223.57547; 1]
[406.68268; 218.21112; 0.99999994]
[409.62042; 213.65504; 1]
[409.21317; 208.78461; 1]
[410.8598; 208.62187; 1]
[410.34506; 206.8829; 1]
[409.72412; 207.81813; 1]
[411.07059; 206.49203; 1]
[411.54099; 211.84442; 1]
[414.68417; 231.47067; 1]
[414.9686; 219.47087; 1]
[415.89764; 214.75342; 1]
[414.34476; 209.59172; 1]
[414.33371; 210.03252; 1]
[414.04144; 212.32654; 1]
[414.50528; 213.46574; 1]
[415.24432; 212.65852; 1]
[416.92947; 207.89523; 1]
[417.19409; 208.85245; 1]
[416.96317; 208.65976; 1]
[416.948; 208.61942; 1]
[416.96634; 208.69102; 1]
[415.56271; 208.36964; 1]
[415.74673; 207.88329; 1]
[415.75894; 207.8822; 0.99999994]
[415.77112; 207.88115; 0.99999994]
[415.80682; 207.87595; 1]
[415.81903; 207.87489; 1]
[415.81305; 207.83359; 1]
[415.82532; 207.83253; 1]
[415.83749; 207.83147; 1]
[415.50491; 208.23555; 1]
[415.51572; 208.019; 0.99999994]
[415.45206; 207.98418; 1]
[415.46628; 207.66348; 1]
[415.47852; 207.66243; 1]
[415.49075; 207.66135; 1]
[415.50296; 207.66028; 1]
[415.5152; 207.65919; 1]
[415.52747; 207.65813; 1]
[414.81235; 205.61525; 1]
[415.3605; 207.01372; 0.99999994]
[415.3728; 207.01266; 0.99999994]
[415.16348; 205.67258; 1]
[415.52448; 206.78268; 1]
